nomem_encr,doetmee,filled_f,BIO1,C18IDF,BIOFBTH_MAR,BIOFBC18H,BIOFBC18H_MAR
858059,yes,1,1,1,0,1,1
854708,yes,1,1,1,0,1,1
858059,yes,1,1,1,0,1,1
854708,yes,1,1,1,0,1,1
858059,yes,1,1,1,0,1,1
854708,yes,1,1,1,0,1,1
858059,yes,1,1,1,0,1,1
854708,yes,1,1,1,0,1,1
858059,yes,0,1,1,0,0,0
854708,yes,1,1,1,0,1,1
858059,yes,1,1,1,0,1,1
854708,yes,1,1,1,0,1,1
858059,yes,1,1,1,0,1,1
854708,yes,1,1,1,0,1,1
858059,yes,0,1,1,0,0,0
854708,yes,1,1,1,0,1,1
858059,yes,1,1,1,0,1,1
854708,yes,0,1,1,0,0,0
868276,yes,0,-99,0,0,0,0
874252,yes,0,-99,0,0,0,0
868276,yes,0,-99,0,0,0,0
874252,yes,0,-99,0,0,0,0
825195,no,-99,1,0,0,0,0
840756,yes,1,1,0,0,0,0
830065,no,-99,1,0,0,0,0
805838,yes,1,1,1,1,1,1
821078,yes,1,1,1,0,1,1
816818,no,-99,1,0,0,0,0
812506,yes,1,1,1,0,0,0
863406,yes,1,1,1,0,0,0
812506,yes,1,1,1,0,0,0
863406,yes,1,1,1,0,0,0
812506,no,-99,1,0,0,0,0
863406,yes,1,1,1,0,0,0
812506,no,-99,1,0,0,0,0
863406,yes,1,1,1,0,0,0
812506,no,-99,1,0,0,0,0
863406,yes,1,1,1,0,0,0
812506,no,-99,1,0,0,0,0
863406,yes,1,1,1,0,0,0
812506,no,-99,1,0,0,0,0
863406,yes,1,1,1,0,0,0
812506,no,-99,1,0,0,0,0
863406,yes,1,1,1,0,0,0
812506,no,-99,1,0,0,0,0
863406,yes,1,1,1,0,0,0
868829,yes,0,-99,0,0,0,0
891400,yes,0,-99,0,0,0,0
868829,yes,1,0,0,0,0,0
891400,yes,1,0,1,0,0,0
868829,yes,0,0,0,0,0,0
891400,yes,1,0,1,0,0,0
862313,yes,1,1,1,0,1,1
870776,no,-99,1,0,0,0,0
862313,yes,1,1,1,0,1,1
870776,no,-99,1,0,0,0,0
862313,yes,1,1,1,0,1,1
870776,no,-99,1,0,0,0,0
846832,yes,1,0,1,0,0,0
891860,yes,1,0,1,0,0,0
891860,yes,1,0,1,0,0,0
846832,yes,1,0,1,0,0,0
846725,yes,1,1,1,0,0,0
821295,no,-99,1,0,0,0,0
842297,yes,1,1,1,1,1,1
838894,yes,1,1,1,1,1,1
842297,yes,1,1,1,1,1,1
838894,yes,1,1,1,1,1,1
842297,yes,1,1,1,0,0,0
838894,yes,1,1,1,0,0,0
842297,yes,0,1,1,0,0,0
838894,yes,1,1,1,0,0,0
842297,no,-99,-99,0,0,0,0
838894,no,-99,-99,0,0,0,0
818466,yes,1,1,1,0,1,1
800042,yes,1,1,1,0,1,1
818466,yes,1,1,1,0,1,1
800042,yes,1,1,1,0,1,1
818466,yes,1,1,1,0,1,1
800042,yes,1,1,1,0,1,1
818466,yes,1,1,1,0,1,1
800042,yes,1,1,1,0,1,1
818466,yes,1,1,1,0,1,1
800042,yes,1,1,1,0,1,1
818466,yes,1,1,1,0,1,1
800042,yes,1,1,1,0,1,1
818466,yes,1,1,1,0,1,1
800042,yes,1,1,1,0,1,1
818466,yes,1,1,1,0,1,1
800042,yes,1,1,1,0,1,1
818466,yes,1,1,1,0,1,1
800042,yes,1,1,1,0,1,1
842697,yes,1,1,1,0,1,1
876068,yes,1,1,1,0,1,1
842697,yes,1,1,1,1,1,1
876068,yes,1,1,1,1,1,1
842697,yes,1,1,1,1,1,1
876068,yes,1,1,1,1,1,1
842697,yes,1,1,1,1,1,1
876068,yes,1,1,1,1,1,1
842697,yes,1,1,1,1,1,1
876068,yes,1,1,1,1,1,1
803292,yes,1,0,1,0,0,0
826800,yes,1,0,1,0,0,0
803292,no,-99,-99,0,0,0,0
826800,no,-99,-99,0,0,0,0
803292,no,-99,-99,0,0,0,0
826800,no,-99,-99,0,0,0,0
803292,no,-99,-99,0,0,0,0
826800,no,-99,-99,0,0,0,0
856677,no,-99,1,0,0,0,0
887506,yes,1,1,1,0,1,1
856677,no,-99,1,0,0,0,0
887506,yes,0,1,1,0,0,0
829483,yes,1,1,1,0,1,1
835839,yes,1,1,1,0,1,1
829483,yes,1,1,1,0,1,1
835839,yes,1,1,1,0,1,1
829483,yes,1,1,1,0,1,1
835839,yes,1,1,1,0,1,1
829483,yes,1,1,1,0,1,1
835839,yes,1,1,1,0,1,1
829483,yes,1,1,1,0,1,1
835839,yes,1,1,1,0,1,1
829483,yes,1,1,1,0,1,1
835839,yes,1,1,1,0,1,1
829483,yes,1,1,1,1,1,1
835839,yes,1,1,1,1,1,1
829483,yes,1,1,1,1,1,1
835839,yes,1,1,1,1,1,1
829483,yes,1,1,1,1,1,1
835839,yes,1,1,1,1,1,1
848873,yes,1,1,1,1,1,1
820385,yes,0,1,0,0,0,0
848873,yes,0,1,1,0,0,0
820385,yes,0,1,0,0,0,0
848873,yes,0,1,1,0,0,0
820385,no,-99,1,0,0,0,0
848873,no,-99,-99,0,0,0,0
820385,no,-99,-99,0,0,0,0
897268,yes,1,1,1,1,1,1
857086,yes,1,1,1,1,1,1
897268,yes,1,1,1,1,1,1
857086,yes,1,1,1,1,1,1
897268,yes,1,1,1,1,1,1
857086,yes,1,1,1,1,1,1
897268,yes,1,1,1,1,1,1
857086,yes,1,1,1,1,1,1
897268,yes,1,1,1,0,0,0
857086,yes,0,1,1,0,0,0
897268,yes,1,1,1,0,0,0
857086,yes,1,1,1,0,0,0
897268,yes,1,1,1,0,0,0
857086,yes,1,1,1,0,0,0
897268,yes,1,1,0,0,0,0
857086,yes,1,1,0,0,0,0
897268,yes,1,1,0,0,0,0
857086,yes,1,1,0,0,0,0
888427,yes,1,-99,0,0,0,0
889730,yes,0,-99,0,0,0,0
897854,yes,1,1,1,0,1,1
800762,yes,1,1,1,0,1,1
897854,yes,1,1,1,0,1,1
800762,yes,1,1,1,0,1,1
897854,yes,1,1,1,0,1,1
800762,yes,1,1,1,0,1,1
897854,yes,1,1,1,0,1,1
800762,yes,1,1,1,0,1,1
897854,yes,1,1,1,0,1,1
800762,yes,1,1,1,0,1,1
800762,yes,1,1,1,1,1,1
897854,yes,1,1,1,1,1,1
800762,yes,1,1,1,1,1,1
897854,yes,1,1,1,1,1,1
800762,yes,1,1,1,1,1,1
897854,yes,1,1,1,1,1,1
800762,yes,1,1,1,1,1,1
897854,yes,1,1,1,1,1,1
878979,yes,1,1,1,0,1,0
888583,yes,1,1,1,0,1,0
878979,yes,1,1,1,0,0,0
888583,yes,1,1,1,0,0,0
878979,yes,1,1,1,0,0,0
888583,yes,1,1,1,0,0,0
878979,yes,1,1,1,0,0,0
888583,yes,1,1,1,0,0,0
878979,yes,1,1,1,0,0,0
888583,yes,1,1,1,0,0,0
878979,yes,1,1,1,0,0,0
888583,yes,1,1,1,0,0,0
878979,yes,1,1,1,0,0,0
888583,yes,1,1,1,0,0,0
878979,yes,1,1,1,0,0,0
888583,yes,1,1,1,0,0,0
878979,yes,1,1,1,0,0,0
888583,yes,1,1,1,0,0,0
857843,yes,1,1,0,0,0,0
893432,yes,1,1,0,0,0,0
857843,yes,1,1,0,0,0,0
893432,yes,1,1,0,0,0,0
857843,yes,1,1,0,0,0,0
893432,yes,1,1,0,0,0,0
857843,yes,1,1,0,0,0,0
893432,yes,1,1,0,0,0,0
857843,yes,1,1,0,0,0,0
893432,yes,1,1,0,0,0,0
857843,yes,1,1,0,0,0,0
893432,yes,1,1,0,0,0,0
857843,yes,1,1,0,0,0,0
893432,yes,1,1,0,0,0,0
882424,yes,0,1,0,0,0,0
863668,yes,1,1,1,0,1,1
882424,yes,1,1,1,0,0,0
863668,yes,1,1,1,0,1,1
839044,yes,0,-99,0,0,0,0
898944,yes,0,-99,0,0,0,0
845559,yes,0,-99,0,0,0,0
868359,yes,0,-99,0,0,0,0
845559,yes,0,-99,0,0,0,0
868359,yes,0,-99,0,0,0,0
845559,yes,0,-99,0,0,0,0
868359,yes,0,-99,0,0,0,0
812829,no,-99,1,0,0,0,0
848999,yes,1,1,1,0,0,0
812829,no,-99,1,0,0,0,0
848999,yes,1,1,1,0,0,0
812829,no,-99,1,0,0,0,0
848999,yes,0,1,1,0,0,0
849667,yes,1,1,1,0,1,1
821572,yes,1,1,1,0,1,1
849667,yes,1,1,1,0,1,1
821572,yes,1,1,1,0,1,1
849667,yes,1,1,1,0,1,1
821572,yes,1,1,1,0,1,1
849667,no,-99,1,0,0,0,0
821572,yes,1,1,1,0,1,1
849667,no,-99,1,0,0,0,0
821572,yes,0,1,1,0,0,0
886972,yes,1,1,1,0,1,0
877600,no,-99,1,0,0,0,0
886972,yes,1,1,1,0,1,0
877600,no,-99,1,0,0,0,0
886972,yes,1,1,1,0,1,0
877600,no,-99,1,0,0,0,0
886972,yes,1,1,1,0,1,0
877600,no,-99,1,0,0,0,0
886972,yes,0,1,1,0,0,0
877600,no,-99,1,0,0,0,0
893890,yes,0,0,0,0,0,0
808712,yes,1,0,1,0,0,0
845657,yes,1,1,1,0,0,0
836260,yes,1,1,1,0,0,0
845657,yes,1,1,1,0,0,0
836260,yes,1,1,1,0,0,0
845657,yes,1,1,0,0,0,0
836260,yes,1,1,0,0,0,0
840185,yes,1,1,1,0,1,1
848324,yes,1,1,1,0,1,1
840185,yes,1,1,1,0,1,1
848324,yes,1,1,1,0,1,1
840185,yes,1,1,1,0,1,1
848324,yes,1,1,1,0,1,1
840185,yes,1,1,1,0,1,1
848324,yes,1,1,1,0,1,1
840185,yes,1,1,1,0,1,1
848324,yes,1,1,1,0,1,1
840185,yes,1,1,1,0,1,1
848324,yes,1,1,1,0,1,1
840185,yes,1,1,1,0,1,1
848324,yes,1,1,1,0,1,1
875765,no,-99,-99,0,0,0,0
875000,yes,0,-99,0,0,0,0
875765,no,-99,1,0,0,0,0
875000,yes,1,1,1,0,0,0
881027,no,-99,-99,0,0,0,0
830017,yes,0,-99,0,0,0,0
805343,no,-99,1,0,0,0,0
898892,yes,1,1,1,0,1,0
805343,no,-99,1,0,0,0,0
898892,yes,1,1,1,0,1,0
805343,no,-99,1,0,0,0,0
898892,yes,1,1,1,0,1,0
805343,no,-99,1,0,0,0,0
898892,yes,1,1,1,0,1,0
805343,no,-99,1,0,0,0,0
898892,yes,0,1,1,0,0,0
805343,no,-99,1,0,0,0,0
898892,yes,1,1,1,0,1,0
805343,no,-99,1,0,0,0,0
898892,yes,1,1,1,0,1,0
805343,no,-99,1,0,0,0,0
898892,yes,1,1,1,0,1,0
805343,no,-99,1,0,0,0,0
898892,yes,0,1,1,0,0,0
886019,no,-99,1,0,0,0,0
800354,yes,1,1,1,0,1,1
847500,yes,1,0,0,0,0,0
859545,no,-99,0,0,0,0,0
847500,yes,1,0,0,0,0,0
859545,no,-99,0,0,0,0,0
892477,yes,1,0,1,0,0,0
891220,yes,1,0,1,0,0,0
892477,yes,1,0,1,0,0,0
891220,yes,1,0,1,0,0,0
892477,yes,1,0,1,0,0,0
891220,yes,0,0,1,0,0,0
892477,yes,1,0,1,0,0,0
891220,no,-99,0,0,0,0,0
828564,yes,1,1,1,1,1,1
859048,yes,1,1,1,1,1,1
828564,yes,1,1,1,1,1,1
859048,yes,1,1,1,1,1,1
828564,yes,1,1,1,1,1,1
859048,yes,1,1,1,1,1,1
828564,yes,0,1,1,0,0,0
859048,yes,1,1,1,1,1,1
828564,yes,1,1,1,0,0,0
859048,yes,1,1,1,0,0,0
828564,yes,1,1,1,0,0,0
859048,yes,1,1,1,0,0,0
828564,yes,1,1,1,0,0,0
859048,yes,1,1,1,0,0,0
828564,yes,1,1,1,0,0,0
859048,yes,1,1,1,0,0,0
828564,yes,1,1,1,0,0,0
859048,yes,1,1,1,0,0,0
880398,yes,1,1,1,1,1,1
861856,yes,1,1,1,1,1,1
872583,yes,0,-99,0,0,0,0
874465,yes,0,-99,0,0,0,0
874465,yes,0,1,0,0,0,0
872583,yes,1,1,1,0,1,1
872583,yes,1,1,1,0,1,1
874465,yes,1,1,1,0,1,1
872583,yes,1,1,1,1,1,1
874465,yes,1,1,1,1,1,1
872583,yes,1,1,1,1,1,1
874465,yes,1,1,1,1,1,1
872583,yes,1,1,1,1,1,1
874465,yes,1,1,1,1,1,1
872583,yes,1,1,1,1,1,1
874465,yes,1,1,1,1,1,1
893945,yes,0,-99,0,0,0,0
897982,yes,0,-99,0,0,0,0
893945,yes,1,1,1,0,0,0
897982,yes,1,1,1,0,0,0
893945,yes,1,1,0,0,0,0
897982,yes,1,1,0,0,0,0
893945,yes,1,1,0,0,0,0
897982,yes,1,1,0,0,0,0
893945,yes,1,1,0,0,0,0
897982,yes,1,1,0,0,0,0
821499,yes,1,1,1,0,1,1
827130,yes,1,1,1,0,1,1
821499,yes,1,1,1,0,1,1
827130,yes,0,1,1,0,0,0
821499,yes,1,1,1,0,1,1
827130,yes,0,1,1,0,0,0
827130,yes,1,1,1,0,1,1
821499,yes,1,1,1,0,1,1
822882,yes,1,0,0,0,0,0
822082,yes,0,0,0,0,0,0
822882,yes,1,0,0,0,0,0
822082,yes,1,0,0,0,0,0
822882,yes,1,0,0,0,0,0
822082,yes,1,0,0,0,0,0
822882,yes,1,0,0,0,0,0
822082,yes,1,0,0,0,0,0
822882,yes,1,0,0,0,0,0
822082,yes,1,0,0,0,0,0
822882,yes,1,0,0,0,0,0
822082,yes,1,0,0,0,0,0
822882,yes,1,0,0,0,0,0
822082,yes,1,0,0,0,0,0
822882,yes,1,0,0,0,0,0
822082,yes,1,0,0,0,0,0
822882,yes,1,0,0,0,0,0
822082,yes,1,0,0,0,0,0
839083,yes,1,1,1,0,1,0
806277,no,-99,1,0,0,0,0
839083,yes,1,1,1,0,1,1
806277,no,-99,1,0,0,0,0
809875,yes,1,1,1,0,1,1
877017,yes,1,1,1,0,1,1
809875,yes,1,1,1,1,1,1
877017,yes,1,1,1,1,1,1
809875,yes,1,1,1,1,1,1
877017,yes,1,1,1,1,1,1
809875,yes,1,1,1,1,1,1
877017,yes,1,1,1,1,1,1
809875,yes,1,1,1,1,1,1
877017,yes,1,1,1,1,1,1
809875,yes,1,1,1,1,1,1
877017,yes,1,1,1,1,1,1
809875,yes,1,1,1,1,1,1
877017,yes,1,1,1,1,1,1
809875,yes,1,1,0,0,0,0
877017,yes,1,1,0,0,0,0
809875,yes,1,1,0,0,0,0
877017,yes,1,1,0,0,0,0
829638,no,-99,-99,0,0,0,0
850735,yes,0,-99,0,0,0,0
829638,no,-99,1,0,0,0,0
850735,yes,1,1,1,0,1,0
829638,no,-99,1,0,0,0,0
850735,yes,1,1,1,0,1,1
829638,no,-99,1,0,0,0,0
850735,yes,0,1,1,0,0,0
897766,yes,1,1,0,0,0,0
855682,yes,1,1,0,0,0,0
897766,yes,1,1,0,0,0,0
855682,yes,1,1,0,0,0,0
897766,yes,1,1,0,0,0,0
855682,yes,1,1,0,0,0,0
897766,yes,1,1,0,0,0,0
855682,yes,1,1,0,0,0,0
897766,yes,1,1,0,0,0,0
855682,yes,1,1,0,0,0,0
897662,yes,1,1,1,0,1,1
854147,yes,1,1,1,0,1,1
897662,yes,1,1,1,0,1,1
854147,yes,1,1,1,0,1,1
897662,yes,1,1,1,0,1,1
854147,yes,1,1,1,0,1,1
897662,yes,1,1,1,0,1,1
854147,yes,1,1,1,0,1,1
897662,yes,0,1,1,0,0,0
854147,yes,0,1,1,0,0,0
897662,yes,0,1,1,0,0,0
854147,yes,0,1,1,0,0,0
897662,yes,1,1,1,0,1,1
854147,yes,0,1,1,0,0,0
805093,yes,1,0,0,0,0,0
821963,yes,1,0,0,0,0,0
879251,no,-99,0,0,0,0,0
863796,yes,1,0,1,0,0,0
879251,no,-99,1,0,0,0,0
863796,yes,1,1,1,1,1,1
879251,no,-99,1,0,0,0,0
863796,yes,1,1,0,0,0,0
835247,yes,1,1,1,0,1,1
891409,yes,1,1,1,0,1,1
835247,yes,1,1,1,0,1,1
891409,yes,1,1,1,0,1,1
835247,yes,1,1,1,0,1,1
891409,yes,1,1,1,0,1,1
835247,yes,1,1,1,0,1,1
891409,yes,1,1,1,0,1,1
835247,yes,1,1,1,0,1,1
891409,yes,1,1,1,0,1,1
826110,yes,1,1,1,0,1,1
837716,yes,1,1,1,0,1,1
826110,yes,1,1,1,0,1,1
837716,yes,1,1,1,0,1,1
826110,yes,1,1,1,0,1,1
837716,yes,1,1,1,0,1,1
826110,yes,1,1,1,0,1,1
837716,yes,1,1,1,0,1,1
826110,yes,1,1,1,0,1,1
837716,yes,1,1,1,0,1,1
850216,no,-99,-99,0,0,0,0
872787,yes,1,-99,0,0,0,0
850216,no,-99,1,0,0,0,0
872787,yes,1,1,1,1,1,1
850216,no,-99,1,0,0,0,0
872787,yes,1,1,1,1,1,1
850216,no,-99,1,0,0,0,0
872787,yes,0,1,1,0,0,0
885369,yes,1,1,1,0,1,1
824307,yes,1,1,1,0,1,1
885369,yes,1,1,1,0,1,1
824307,yes,1,1,1,0,1,1
885369,yes,1,1,1,0,1,1
824307,yes,0,1,1,0,0,0
885369,yes,1,1,1,0,1,1
824307,yes,0,1,1,0,0,0
885369,yes,1,1,1,0,1,1
824307,yes,0,1,1,0,0,0
885369,yes,0,1,1,0,0,0
824307,yes,0,1,1,0,0,0
885369,no,-99,1,0,0,0,0
824307,yes,0,1,1,0,0,0
881835,yes,0,-99,0,0,0,0
809115,yes,0,-99,0,0,0,0
881835,yes,0,-99,0,0,0,0
809115,yes,0,-99,0,0,0,0
881835,no,-99,-99,0,0,0,0
809115,yes,0,-99,0,0,0,0
881835,no,-99,-99,0,0,0,0
809115,yes,0,-99,0,0,0,0
881835,no,-99,-99,0,0,0,0
809115,yes,0,-99,0,0,0,0
811221,yes,0,0,0,0,0,0
858029,yes,1,0,1,0,0,0
811221,yes,0,0,0,0,0,0
858029,yes,1,0,1,0,0,0
858047,yes,1,1,1,0,1,1
828588,yes,0,1,0,0,0,0
858047,yes,1,1,1,1,1,1
828588,no,-99,1,0,0,0,0
811871,yes,1,1,1,0,1,1
870407,yes,1,1,1,0,0,0
811871,yes,1,1,1,0,1,1
870407,yes,0,1,1,0,0,0
811871,yes,1,1,1,0,1,1
870407,no,-99,1,0,0,0,0
844195,yes,1,1,1,0,0,0
885156,yes,1,1,1,0,0,0
844195,yes,0,1,0,0,0,0
885156,yes,1,1,0,0,0,0
844195,yes,0,1,0,0,0,0
885156,yes,0,1,0,0,0,0
885156,yes,1,1,0,0,0,0
844195,yes,1,1,0,0,0,0
885156,yes,0,1,0,0,0,0
844195,yes,1,1,0,0,0,0
885156,yes,0,1,0,0,0,0
844195,yes,0,1,0,0,0,0
854898,yes,1,1,1,0,1,1
874581,yes,1,1,1,0,1,1
854898,yes,1,1,1,0,1,1
874581,yes,1,1,1,0,1,1
854898,yes,0,1,1,0,0,0
874581,yes,0,1,1,0,0,0
891061,yes,1,1,1,0,1,1
842404,yes,1,1,1,0,1,1
891061,yes,1,1,1,0,1,1
842404,yes,1,1,1,0,1,1
891061,yes,1,1,1,0,1,1
842404,yes,1,1,1,0,1,1
891061,yes,1,1,1,0,1,1
842404,yes,1,1,1,0,1,1
891061,yes,0,1,1,0,0,0
842404,yes,1,1,1,0,1,1
891061,yes,1,1,1,0,1,1
842404,yes,1,1,1,0,1,1
891061,yes,1,1,1,0,1,1
842404,yes,1,1,1,0,1,1
891061,yes,1,1,1,0,1,1
842404,yes,1,1,1,0,1,1
891061,yes,0,1,1,0,0,0
842404,yes,1,1,1,0,1,1
820721,yes,1,1,1,0,1,0
828112,yes,1,1,1,0,1,0
820721,yes,1,1,1,0,1,0
828112,yes,1,1,1,0,1,0
820721,yes,1,1,1,0,1,0
828112,yes,1,1,1,0,1,0
853067,yes,0,-99,0,0,0,0
828167,yes,0,-99,0,0,0,0
806442,no,-99,-99,0,0,0,0
833889,yes,0,-99,0,0,0,0
806442,no,-99,-99,0,0,0,0
833889,yes,0,-99,0,0,0,0
806442,no,-99,-99,0,0,0,0
833889,yes,0,-99,0,0,0,0
825839,yes,0,-99,0,0,0,0
886663,yes,0,-99,0,0,0,0
855386,yes,1,1,1,0,1,0
843511,yes,1,1,1,0,1,0
855386,yes,1,1,1,0,1,0
843511,yes,1,1,1,0,1,0
855386,yes,1,1,1,0,1,0
843511,yes,1,1,1,0,1,0
855386,yes,1,1,1,0,1,0
843511,yes,0,1,1,0,0,0
855386,yes,1,1,1,0,1,0
843511,yes,0,1,1,0,0,0
867282,yes,1,1,1,0,1,0
815960,yes,1,1,1,0,1,0
867282,yes,0,1,1,0,0,0
815960,yes,0,1,1,0,0,0
867282,yes,0,1,1,0,0,0
815960,yes,1,1,1,0,1,0
867282,no,-99,1,0,0,0,0
815960,yes,0,1,1,0,0,0
867282,no,-99,1,0,0,0,0
815960,yes,0,1,1,0,0,0
859439,no,-99,-99,0,0,0,0
896221,yes,0,-99,0,0,0,0
818789,yes,0,1,0,0,0,0
825616,yes,1,1,1,0,1,1
818789,yes,0,1,0,0,0,0
825616,yes,1,1,1,0,1,1
818789,yes,1,1,1,0,1,1
825616,yes,1,1,1,0,1,1
818789,yes,1,1,1,0,1,1
825616,yes,1,1,1,0,1,1
818789,yes,1,1,1,0,1,1
825616,yes,1,1,1,0,1,1
818789,yes,1,1,1,0,1,1
825616,yes,1,1,1,0,1,1
808444,yes,0,1,0,0,0,0
878475,yes,1,1,1,0,1,1
808444,no,-99,1,0,0,0,0
878475,yes,0,1,1,0,0,0
808444,no,-99,1,0,0,0,0
878475,yes,1,1,1,0,1,1
871978,yes,1,0,1,0,0,0
816287,yes,1,0,1,0,0,0
871978,yes,1,0,1,0,0,0
816287,yes,1,0,1,0,0,0
871978,yes,1,0,1,0,0,0
816287,yes,1,0,1,0,0,0
871978,yes,1,0,1,0,0,0
816287,yes,1,0,1,0,0,0
871978,yes,1,0,1,0,0,0
816287,yes,1,0,1,0,0,0
871978,yes,1,0,1,0,0,0
816287,yes,1,0,1,0,0,0
871978,yes,1,0,1,0,0,0
816287,yes,1,0,1,0,0,0
871978,yes,1,0,1,0,0,0
816287,yes,0,0,1,0,0,0
871978,yes,1,0,1,0,0,0
816287,no,-99,0,0,0,0,0
869662,yes,0,-99,0,0,0,0
897985,yes,0,-99,0,0,0,0
869662,yes,0,-99,0,0,0,0
897985,no,-99,-99,0,0,0,0
869662,yes,0,-99,0,0,0,0
897985,no,-99,-99,0,0,0,0
869662,no,-99,-99,0,0,0,0
897985,no,-99,-99,0,0,0,0
869662,no,-99,-99,0,0,0,0
897985,no,-99,-99,0,0,0,0
869662,no,-99,-99,0,0,0,0
897985,no,-99,-99,0,0,0,0
869662,no,-99,-99,0,0,0,0
897985,no,-99,-99,0,0,0,0
869662,no,-99,-99,0,0,0,0
897985,no,-99,-99,0,0,0,0
869662,no,-99,-99,0,0,0,0
897985,no,-99,-99,0,0,0,0
842385,yes,0,-99,0,0,0,0
866375,no,-99,-99,0,0,0,0
842385,yes,0,-99,0,0,0,0
866375,no,-99,-99,0,0,0,0
842385,yes,0,-99,0,0,0,0
866375,no,-99,-99,0,0,0,0
871331,yes,1,1,1,0,1,1
857049,yes,1,1,1,0,1,1
871331,yes,1,1,1,0,1,1
857049,yes,1,1,1,0,1,1
871331,yes,1,1,1,0,1,1
857049,yes,1,1,1,0,1,1
867013,yes,1,1,1,0,1,1
846130,yes,1,1,1,0,1,1
867013,yes,1,1,1,1,1,1
846130,yes,1,1,1,0,1,1
867013,yes,1,1,1,1,1,1
846130,no,-99,1,0,0,0,0
872515,yes,1,1,1,0,1,1
842987,yes,1,1,1,0,1,1
872515,yes,1,1,1,0,1,1
842987,yes,1,1,1,0,1,1
872515,yes,1,1,1,0,1,1
842987,yes,1,1,1,0,1,1
872515,yes,1,1,1,0,1,1
842987,yes,1,1,1,0,1,1
872515,yes,1,1,1,0,1,1
842987,yes,1,1,1,0,1,1
872515,yes,1,1,1,0,1,1
842987,yes,1,1,1,0,1,1
872515,yes,1,1,1,0,1,0
842987,yes,1,1,1,0,1,1
824041,yes,0,-99,0,0,0,0
868356,yes,0,-99,0,0,0,0
824041,yes,1,1,1,0,0,0
868356,yes,1,1,1,1,1,1
824041,yes,0,1,1,0,0,0
868356,yes,1,1,1,1,1,1
857119,no,-99,1,0,0,0,0
858312,yes,1,1,1,0,1,1
857119,no,-99,1,0,0,0,0
858312,yes,1,1,1,0,1,1
857119,no,-99,1,0,0,0,0
858312,yes,1,1,1,0,1,1
846514,yes,1,1,1,0,0,0
833041,yes,1,1,1,0,0,0
846514,yes,0,1,1,0,0,0
833041,yes,1,1,1,0,0,0
846514,yes,1,1,1,0,0,0
833041,yes,1,1,1,0,0,0
846514,no,-99,1,0,0,0,0
833041,yes,0,1,1,0,0,0
846514,no,-99,1,0,0,0,0
833041,yes,1,1,0,0,0,0
846514,no,-99,1,0,0,0,0
833041,yes,1,1,0,0,0,0
846514,no,-99,1,0,0,0,0
833041,yes,1,1,0,0,0,0
846514,no,-99,1,0,0,0,0
833041,yes,1,1,0,0,0,0
833041,yes,1,1,0,0,0,0
846514,no,-99,1,0,0,0,0
884631,yes,0,-99,0,0,0,0
838534,yes,0,-99,0,0,0,0
884631,yes,0,-99,0,0,0,0
838534,yes,0,-99,0,0,0,0
837521,no,-99,1,0,0,0,0
889593,yes,1,1,1,0,0,0
837521,no,-99,1,0,0,0,0
889593,yes,1,1,0,0,0,0
837521,no,-99,1,0,0,0,0
889593,yes,1,1,0,0,0,0
837521,no,-99,1,0,0,0,0
889593,yes,0,1,0,0,0,0
846798,yes,1,1,1,0,0,0
811566,yes,1,1,1,0,0,0
846798,yes,1,1,1,0,0,0
811566,yes,1,1,1,0,0,0
846798,yes,1,1,0,0,0,0
811566,yes,1,1,0,0,0,0
805319,yes,1,1,1,1,1,1
815222,yes,1,1,1,1,1,1
805319,yes,1,1,1,1,1,1
815222,yes,1,1,1,1,1,1
805319,yes,1,1,1,1,1,1
815222,yes,1,1,1,1,1,1
805319,yes,1,1,1,1,1,1
815222,yes,1,1,1,1,1,1
805319,yes,1,1,1,1,1,1
815222,yes,1,1,1,1,1,1
805319,yes,1,1,0,0,0,0
815222,yes,1,1,0,0,0,0
805319,yes,1,1,0,0,0,0
815222,yes,1,1,0,0,0,0
805319,yes,1,1,0,0,0,0
815222,yes,1,1,0,0,0,0
805319,yes,1,1,0,0,0,0
815222,yes,1,1,0,0,0,0
894464,yes,1,0,1,0,0,0
854220,yes,0,0,0,0,0,0
894464,yes,0,0,1,0,0,0
854220,no,-99,0,0,0,0,0
894464,yes,1,0,1,0,0,0
854220,no,-99,0,0,0,0,0
836306,yes,0,-99,0,0,0,0
861340,yes,0,-99,0,0,0,0
803799,yes,1,1,0,0,0,0
836492,yes,1,1,0,0,0,0
803799,yes,1,1,0,0,0,0
836492,yes,1,1,0,0,0,0
803799,yes,1,1,0,0,0,0
836492,yes,1,1,0,0,0,0
803799,yes,1,1,0,0,0,0
836492,yes,1,1,0,0,0,0
803799,yes,1,1,0,0,0,0
836492,yes,1,1,0,0,0,0
803799,yes,1,1,0,0,0,0
836492,yes,1,1,0,0,0,0
803799,yes,1,1,0,0,0,0
836492,yes,1,1,0,0,0,0
803799,yes,1,1,0,0,0,0
805575,yes,1,1,1,1,1,1
819000,yes,1,1,1,0,1,1
836492,yes,1,1,0,0,0,0
803799,yes,1,1,0,0,0,0
805575,yes,1,1,1,1,1,1
819000,yes,1,1,1,0,1,1
836492,yes,1,1,0,0,0,0
866473,no,-99,1,0,0,0,0
801068,yes,1,1,1,0,1,1
866473,no,-99,1,0,0,0,0
801068,yes,1,1,1,0,1,1
866473,no,-99,1,0,0,0,0
801068,yes,1,1,1,0,1,1
866473,no,-99,1,0,0,0,0
